age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,gender,race,race_o,samerace,field,decision
1,0,2,4,1,0,1,1,0,0,1,1,1,0,0,0,2,3,4,4,4,4,4,3,3,3,3,3,4,4,4,2,2,1,0,2,2,3,3,4,4,4,4,4,2,3,3,0,1,2,0,151,1
1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,3,4,2,4,4,3,4,3,2,4,2,3,0,2,2,4,4,4,1,2,3,1,3,3,3,3,1,4,3,2,3,0,2,2,1,178,0
0,1,4,3,2,0,1,0,0,0,0,0,1,0,1,0,4,4,4,4,4,3,3,3,3,4,1,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,1,3,2,2,0,2,2,1,192,0
0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,2,4,3,1,4,4,4,4,4,3,4,4,1,4,2,0,74,1
0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,3,1,2,2,2,4,3,4,3,2,1,1,3,4,3,3,3,1,2,2,0,2,3,2,0,2,4,0,110,0
0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3,4,4,4,4,3,4,4,4,4,3,4,4,2,2,2,2,0,3,4,4,3,2,4,3,4,2,0,2,3,3,1,1,2,0,121,1
1,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,2,3,3,4,3,2,4,3,3,3,2,2,1,1,4,4,4,4,0,1,4,3,4,4,2,4,3,3,4,1,3,0,2,2,1,52,0
0,0,3,2,0,0,1,1,1,0,1,2,0,0,0,0,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,2,1,3,4,2,4,4,4,4,3,3,3,3,3,1,2,2,1,171,0
1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,3,4,3,4,4,1,2,3,1,3,1,1,1,1,3,4,4,1,1,3,4,3,2,4,3,3,3,0,2,2,2,1,1,0,0,153,0
0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,4,2,3,1,4,1,1,0,2,0,3,4,1,3,2,4,4,0,3,3,4,0,1,0,0,79,0
0,1,4,3,1,1,1,1,0,0,0,1,2,0,0,0,2,4,3,3,4,2,3,3,3,3,3,1,1,1,4,3,3,3,3,3,4,4,4,4,4,4,4,1,3,2,3,0,0,2,0,178,0
1,1,2,3,0,1,1,0,0,1,0,0,0,0,0,1,3,4,4,4,4,3,3,3,3,2,3,3,3,2,4,4,4,3,3,4,4,2,3,3,4,4,4,3,4,2,3,1,2,2,1,23,0
1,1,4,4,0,1,1,1,0,1,0,1,0,1,1,0,3,4,4,3,3,3,3,3,2,2,2,1,1,1,4,4,4,1,0,3,2,2,4,4,4,4,1,1,3,2,3,0,0,3,0,169,0
0,0,1,4,2,0,0,0,0,1,0,1,0,1,0,0,2,4,4,2,4,2,3,4,3,4,2,4,4,4,3,1,1,2,1,2,2,4,4,4,4,4,2,2,2,2,3,0,0,2,0,72,0
0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,4,4,4,4,3,3,4,2,3,2,4,3,2,3,3,3,1,4,3,4,2,2,3,2,4,1,3,3,3,3,1,0,0,1,139,0
0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,1,3,3,1,4,4,2,2,3,2,2,2,4,1,2,3,4,4,3,1,3,2,0,2,3,4,4,3,0,3,1,2,1,2,2,1,174,0
1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,3,0,3,3,2,4,4,4,3,2,2,2,2,4,0,2,2,1,192,1
0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,2,3,2,3,3,1,1,3,4,3,4,3,1,3,3,4,2,2,2,2,3,1,2,3,0,32,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,3,3,2,3,3,3,3,2,2,3,3,4,4,2,2,3,4,2,3,2,4,4,3,2,2,2,3,0,0,2,0,109,1
0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,4,2,3,4,3,3,3,2,3,2,1,0,1,4,2,2,4,2,3,4,1,2,3,4,4,1,4,2,3,2,1,0,2,0,174,0
0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,4,4,1,4,4,4,4,4,4,3,4,1,4,2,3,2,3,3,3,4,4,4,4,4,4,0,3,1,4,1,0,2,0,121,1
0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,2,2,2,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0,0,2,0,6,0
0,0,4,4,0,0,1,0,0,0,0,0,1,0,0,0,4,4,4,4,4,3,4,4,3,4,2,4,3,3,4,3,3,2,4,3,4,4,3,4,2,3,4,2,2,3,3,0,2,0,0,41,0
1,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4,4,4,4,4,3,3,4,4,4,4,2,2,2,4,4,4,2,2,4,3,3,4,4,4,4,4,2,4,4,4,1,2,3,0,121,1
1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,4,2,1,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,0,0,2,0,142,1
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,3,1,3,4,4,2,2,4,4,4,4,1,3,3,3,2,4,3,4,4,4,2,2,3,0,2,4,0,116,1
1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,4,4,0,1,2,1,3,2,0,2,4,4,0,2,2,1,155,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,4,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,3,4,0,1,2,0,23,1
0,1,2,0,1,1,1,0,0,1,0,1,0,0,0,0,2,4,2,3,2,0,2,2,0,4,0,4,4,3,2,4,4,3,1,0,4,3,3,4,3,3,2,0,3,2,1,0,0,0,1,36,0
1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,3,4,4,3,3,3,3,3,3,1,0,4,4,4,4,2,1,0,4,4,3,4,3,4,2,2,3,3,3,1,0,0,1,14,1
1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,2,4,3,4,4,2,3,3,2,2,1,4,4,4,4,4,4,4,0,2,4,3,4,4,4,4,4,1,1,1,2,0,0,2,0,71,0
1,1,3,0,1,1,0,1,0,1,1,0,1,0,0,0,1,3,3,4,3,4,3,4,4,4,3,1,0,1,3,3,3,3,1,2,4,4,4,4,4,4,3,2,2,1,4,1,2,2,1,80,1
1,0,2,2,1,0,0,1,0,0,1,1,0,1,0,1,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,1,1,4,2,3,4,4,4,2,3,2,2,4,0,2,0,0,105,0
0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,4,4,4,4,4,3,3,3,4,3,4,4,1,4,2,3,4,4,4,4,4,1,4,4,4,4,2,3,1,2,4,0,4,4,1,194,1
1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,4,4,4,4,3,2,3,2,3,1,4,3,0,3,1,3,4,2,1,4,3,2,3,3,4,1,0,1,3,2,1,0,0,1,144,0
1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,4,4,4,4,4,3,4,4,3,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2,3,3,1,2,0,0,23,0
1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,3,4,2,4,4,3,4,4,2,4,3,3,0,2,2,4,4,4,1,2,3,1,3,3,3,3,1,4,3,2,4,0,2,0,0,178,1
1,1,3,3,0,0,0,0,0,1,1,1,1,0,0,1,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,2,4,4,0,4,2,0,160,1
0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,4,4,4,3,3,4,4,3,3,4,3,4,2,3,1,4,3,3,3,1,2,4,4,4,4,3,1,2,4,4,0,0,2,0,146,1
2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,3,4,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,0,0,2,0,22,0
1,0,4,4,0,0,0,0,0,1,2,0,1,1,0,0,4,4,4,4,4,3,4,4,3,3,3,4,0,3,4,4,3,4,1,3,4,3,4,4,2,0,4,4,1,2,3,0,0,0,1,23,1
0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,3,3,4,4,4,1,1,1,1,2,1,1,1,2,3,3,2,2,2,0,4,3,3,4,4,4,4,3,2,3,2,1,3,0,0,194,0
0,1,4,4,1,0,1,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,2,4,3,4,4,3,4,2,3,4,2,3,3,3,0,2,2,1,41,1
0,0,4,3,1,0,1,1,0,0,0,1,1,1,0,0,2,4,3,4,3,3,4,4,3,4,3,2,0,3,4,4,4,3,1,4,3,3,4,4,2,2,3,2,3,3,3,0,0,0,1,148,1
1,1,1,0,1,1,1,0,0,1,2,0,0,2,0,0,4,4,4,4,4,3,4,4,1,1,1,4,3,3,1,1,1,1,1,1,2,2,1,3,4,4,0,3,3,3,3,1,2,4,0,142,0
1,1,2,3,0,0,0,1,1,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,3,4,4,2,3,3,4,4,4,3,3,2,4,1,2,3,0,23,1
0,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,2,2,1,1,2,1,3,3,3,2,3,4,3,2,3,3,0,2,3,0,125,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,3,3,4,3,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,3,2,4,1,0,2,0,35,1
2,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,4,3,2,2,4,4,3,4,2,3,3,3,3,3,3,1,1,0,4,0,3,3,3,4,4,1,3,1,2,1,2,0,0,82,0
0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,2,4,3,4,3,4,2,3,3,4,0,2,2,3,2,2,2,1,4,1,3,4,3,4,1,1,2,2,3,1,2,0,0,17,1
1,0,1,1,2,0,0,2,0,0,1,1,1,1,0,0,4,3,3,4,2,3,3,3,2,3,2,1,1,4,4,4,4,4,0,3,3,2,3,4,2,2,2,1,3,2,3,0,4,2,0,154,1
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,3,1,3,1,4,4,4,3,2,2,1,1,2,1,3,3,3,2,3,4,3,1,3,2,0,2,2,1,125,0
0,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,2,4,3,3,4,2,3,3,2,4,1,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,1,1,3,2,0,8,0
1,1,3,0,0,1,1,1,1,0,1,1,1,1,0,0,2,4,2,4,2,3,3,3,1,2,2,4,4,3,4,4,4,4,0,2,4,2,4,4,4,2,1,2,3,4,2,1,0,2,0,23,0
1,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,3,4,4,4,4,3,3,4,4,4,4,2,4,3,4,4,4,4,3,4,4,1,4,4,4,3,3,1,3,3,4,1,3,3,1,47,1
0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,4,4,3,4,4,3,4,3,3,3,3,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,2,3,2,2,0,2,2,1,50,0
1,1,1,0,0,1,1,0,0,0,2,1,1,1,0,0,3,4,1,4,2,4,3,4,3,3,2,3,0,3,3,3,1,1,0,3,4,1,2,3,3,3,3,0,2,1,3,1,1,2,0,23,1
0,0,4,4,1,0,1,1,0,1,1,1,1,0,0,1,4,4,4,4,3,4,3,3,3,3,1,2,1,3,3,4,4,1,1,0,4,3,4,4,4,4,3,3,4,3,1,0,2,0,0,194,0
0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,4,2,3,3,3,3,3,3,2,1,2,0,2,4,2,1,3,0,0,3,3,2,3,4,4,3,1,3,3,2,1,0,2,0,147,0
1,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,2,0,4,4,0,4,0,0,0,0,4,4,4,1,0,4,4,3,4,4,4,4,2,0,3,2,0,0,2,0,0,17,0
1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,4,3,3,4,4,4,3,4,4,4,1,4,1,4,4,4,4,0,0,3,4,2,3,4,1,2,3,0,3,2,4,0,2,2,1,95,1
1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,4,4,3,2,4,3,3,2,1,2,3,3,1,2,3,0,96,1
1,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,3,4,4,4,4,4,4,4,3,3,1,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,2,2,3,0,2,1,0,134,0
0,0,4,4,2,0,0,0,0,1,1,0,1,1,1,0,4,3,4,4,4,2,4,3,2,4,1,3,4,3,4,4,3,1,2,4,4,2,3,2,3,2,4,1,3,3,1,0,2,0,0,61,0
0,0,3,1,1,0,1,1,0,0,0,1,1,0,0,0,3,4,3,4,2,2,3,3,3,2,2,1,1,2,4,3,4,3,2,3,4,4,4,4,3,4,3,3,3,2,2,0,0,2,0,121,0
1,1,2,3,1,0,1,0,0,0,0,1,1,0,0,1,2,4,3,4,3,2,2,3,3,3,2,3,1,1,4,4,4,4,1,1,2,2,4,4,4,4,4,3,4,2,2,0,2,2,1,79,1
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,4,4,3,4,3,4,4,3,3,4,4,2,3,4,4,4,3,2,1,4,2,3,4,4,4,3,3,4,2,3,1,2,2,1,80,0
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,4,4,4,4,2,3,2,3,1,3,1,1,2,4,4,4,1,2,4,3,1,3,3,3,4,3,2,3,1,3,1,2,2,1,124,1
0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,3,4,3,4,1,4,3,4,3,3,3,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,1,4,3,0,0,2,0,103,1
1,0,2,1,1,1,1,1,0,0,0,0,1,1,0,0,3,4,3,4,3,4,4,3,3,3,3,3,3,2,3,2,1,2,2,2,3,4,3,4,3,3,3,0,3,4,4,1,2,2,1,23,1
1,1,3,1,0,0,0,2,0,0,1,1,1,1,0,0,4,4,3,4,2,3,4,3,4,3,2,4,3,1,3,3,2,2,2,2,4,1,2,4,3,4,2,0,3,3,3,1,2,2,1,82,0
0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,0,3,4,4,4,4,1,3,3,2,3,2,2,3,4,3,2,2,1,0,3,4,2,3,3,3,4,3,2,2,1,3,0,2,0,0,121,0
1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,1,2,4,3,1,3,4,3,4,1,1,4,3,3,1,1,2,0,31,0
0,1,3,1,0,0,1,1,0,0,1,0,1,1,0,0,3,3,4,4,4,3,4,2,3,4,3,2,2,2,3,4,4,3,2,3,4,3,2,4,3,4,4,3,2,1,4,0,2,2,1,80,1
1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,3,4,4,2,3,3,4,2,4,4,4,4,1,0,4,4,2,2,2,1,4,4,3,3,2,3,0,2,2,1,23,0
0,0,1,0,0,0,2,1,0,0,1,0,1,1,0,0,3,4,4,4,3,3,4,3,3,1,2,4,1,2,4,4,4,4,3,4,4,1,4,4,4,4,1,2,3,4,3,1,2,0,0,70,0
1,1,3,2,0,0,0,0,0,0,1,0,1,1,1,0,3,4,4,4,4,2,3,4,3,4,2,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,3,2,2,3,2,1,2,3,0,23,0
0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,4,0,0,3,0,205,1
1,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,3,4,2,4,4,2,2,2,2,2,2,0,0,3,3,3,2,0,0,1,4,0,3,3,1,3,0,0,3,2,2,1,2,2,1,142,1
0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,4,3,4,4,4,2,4,4,3,3,2,1,0,4,4,4,4,0,0,4,4,1,4,4,4,4,4,3,2,3,2,1,2,1,0,11,0
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,4,4,4,4,3,2,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,3,1,3,1,2,2,1,9,1
1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,4,4,4,4,4,3,4,4,2,3,3,1,1,1,4,4,4,3,4,4,4,0,4,4,4,4,2,1,2,2,3,0,2,0,0,130,0
0,1,3,1,1,0,1,1,0,0,1,0,1,1,0,0,3,3,4,3,4,3,3,3,3,2,2,4,4,3,3,2,2,2,3,3,2,2,2,3,3,3,2,0,2,1,3,1,2,3,0,142,1
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,4,1,4,3,2,3,3,2,3,3,1,3,2,3,0,0,1,0,33,0
1,0,4,4,1,0,1,1,0,0,1,1,1,1,0,0,3,4,3,4,4,2,1,2,4,4,1,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,1,2,1,1,2,2,1,23,0
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,3,4,3,4,4,3,3,3,3,3,4,4,1,3,4,3,3,4,3,2,1,1,2,4,2,2,3,4,2,3,3,1,0,2,0,140,1
1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,4,4,3,4,2,2,3,4,2,3,2,2,3,4,4,4,4,2,1,4,4,4,4,4,2,2,4,1,2,2,2,0,4,4,1,193,0
0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,2,4,4,4,2,2,2,2,1,1,3,2,2,3,4,4,4,1,4,4,2,4,4,4,4,3,4,2,3,1,0,0,0,1,70,1
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,4,4,3,4,3,3,3,4,4,4,4,1,2,2,4,4,4,3,0,4,4,1,4,4,3,4,3,4,4,2,3,0,2,1,0,164,0
1,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3,4,3,4,4,2,4,4,4,4,4,2,1,3,3,4,4,4,3,3,4,2,4,4,3,3,2,4,3,1,3,1,4,1,0,207,1
0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,4,4,4,3,3,4,3,3,4,2,3,4,2,3,1,4,3,3,3,1,2,4,4,4,4,3,1,2,4,2,0,0,0,1,146,0
0,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,4,4,3,4,3,3,4,4,3,4,1,2,0,4,4,4,4,3,1,0,4,1,3,3,3,4,2,1,4,3,4,0,2,2,1,10,0
0,1,1,2,1,1,0,1,0,0,0,1,1,1,1,0,3,4,4,4,4,4,4,4,2,4,2,2,3,4,3,2,2,1,0,3,4,2,3,3,3,4,3,2,1,1,4,0,2,0,0,121,0
1,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1,3,4,3,4,2,1,4,2,4,2,1,0,1,4,4,3,3,2,4,4,2,4,4,3,4,2,4,2,3,4,0,3,0,0,192,1
1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,1,4,4,4,4,3,3,3,4,4,3,2,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,2,3,4,0,0,2,0,194,1
1,0,4,4,1,1,0,1,0,0,0,0,1,0,0,1,3,4,4,4,4,2,1,2,1,2,1,1,2,3,4,3,3,2,1,4,3,4,3,4,3,3,4,2,3,2,1,0,0,2,0,148,0
1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2,2,0,3,2,3,4,4,4,2,1,0,4,4,4,4,2,3,4,3,2,2,2,0,0,2,0,23,0
0,1,2,3,1,1,0,1,0,0,1,0,1,0,0,0,3,4,3,4,4,2,2,3,3,3,2,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,3,1,2,0,2,2,1,9,0
1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,4,3,4,4,1,3,2,3,2,3,2,3,3,1,4,3,3,1,3,2,3,2,2,4,4,3,1,0,1,4,3,1,2,2,1,83,1
0,0,1,1,2,1,0,1,0,0,1,0,0,1,0,0,4,2,4,4,4,2,1,3,2,1,1,3,2,2,3,4,4,4,1,4,4,2,4,4,4,4,3,4,2,3,2,0,0,0,1,70,1
0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,3,4,4,1,3,3,3,3,3,3,1,1,4,4,2,2,4,3,4,3,2,2,4,3,2,4,2,2,3,3,1,0,0,1,74,0
1,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,2,2,3,3,4,4,0,0,3,3,3,3,4,3,4,3,1,2,0,0,158,1
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,3,3,4,4,4,3,3,4,3,4,0,4,4,3,3,2,2,1,1,3,3,4,4,4,3,3,4,3,2,4,2,1,0,0,1,180,0
1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,3,4,4,3,4,4,4,4,4,3,3,1,3,4,2,2,1,2,4,4,3,2,4,2,2,3,1,2,2,4,0,0,2,0,142,1
1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,3,4,4,4,3,2,3,3,2,2,2,4,4,3,4,3,1,3,0,4,3,1,1,3,4,4,2,0,3,3,2,1,2,0,0,23,0
0,0,2,2,1,1,1,0,0,0,2,1,0,0,0,0,4,4,4,4,4,2,3,4,1,2,1,2,2,0,4,3,3,3,1,3,3,3,4,3,4,4,3,3,3,0,1,0,4,4,1,192,0
0,1,2,2,0,1,0,1,0,0,1,0,1,1,0,0,3,4,4,4,4,3,4,4,3,4,4,4,2,0,2,3,4,4,1,4,3,1,3,4,4,4,2,1,3,3,3,1,2,2,1,19,0
1,0,1,3,1,1,1,1,1,0,1,0,1,1,0,0,3,4,4,4,4,4,3,3,3,4,3,4,3,2,4,3,2,4,1,2,4,3,3,3,1,2,2,1,2,2,3,1,2,2,1,142,1
0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,4,4,4,4,4,3,4,4,3,4,2,4,1,4,4,3,3,3,2,3,1,0,4,3,2,3,3,0,2,3,3,1,2,0,0,46,1
1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,2,1,3,2,3,4,4,4,2,1,0,4,4,4,4,2,3,4,3,2,2,3,0,0,2,0,23,1
1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,2,4,4,4,4,4,4,4,3,2,4,4,3,0,3,1,3,4,2,1,4,3,2,3,3,4,1,0,3,3,4,1,0,3,0,144,1
1,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,4,4,4,2,4,4,3,4,3,4,4,4,4,4,4,2,4,0,4,4,4,4,4,3,4,3,3,2,3,0,2,2,1,105,0
0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,4,2,1,0,2,3,1,1,3,3,4,4,4,3,4,4,4,1,0,2,2,2,0,2,0,0,16,0
1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,3,4,3,4,2,2,1,3,3,4,1,3,2,2,4,4,4,4,2,4,4,0,4,4,4,4,0,4,2,3,3,0,3,4,0,194,1
1,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,1,3,4,3,4,4,2,1,1,3,2,1,0,1,4,4,3,3,2,4,4,2,4,4,3,4,2,4,4,3,3,0,3,2,0,192,1
1,0,1,0,0,2,0,1,0,0,1,0,1,1,0,0,4,4,4,4,3,3,3,2,2,3,2,4,1,3,4,3,2,1,1,1,3,3,1,3,3,4,4,4,3,3,2,1,4,0,0,177,0
1,0,0,0,2,0,1,0,0,0,2,1,1,1,0,0,4,4,4,4,4,3,4,4,3,4,3,2,1,1,4,3,4,4,0,1,3,0,4,3,4,4,0,1,2,3,3,1,2,1,0,142,0
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,4,4,4,3,3,4,4,4,2,3,4,1,2,4,4,4,4,3,4,4,1,4,4,4,4,1,2,3,4,3,1,2,4,0,70,0
0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,4,4,4,4,4,2,3,3,3,3,2,4,3,3,2,2,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,0,3,2,0,93,0
1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,4,3,3,2,3,3,4,3,2,0,2,2,2,2,3,4,4,0,3,2,0,2,4,3,3,1,3,3,2,3,0,2,1,0,87,1
0,0,3,0,2,1,0,0,0,0,1,0,1,1,0,1,3,4,4,4,3,2,3,3,3,2,1,3,3,3,4,4,4,1,1,3,4,4,4,4,4,4,4,0,4,3,3,1,0,4,0,70,0
0,0,2,2,1,0,1,0,0,1,1,0,1,0,0,0,4,4,3,4,3,3,3,4,2,4,2,2,0,4,4,4,4,3,1,0,4,1,3,3,3,4,2,1,4,3,2,0,2,2,1,10,0
1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,3,3,2,3,3,2,3,3,3,3,3,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,2,2,2,0,0,0,1,167,0
1,1,2,3,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,4,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,1,4,3,0,204,0
1,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,3,4,4,4,4,2,3,3,2,2,3,3,0,1,4,4,3,2,0,4,4,0,3,4,2,4,1,1,3,4,1,1,3,0,0,163,0
0,1,1,4,1,1,1,0,0,0,0,1,0,1,0,0,2,4,4,2,4,2,4,4,3,4,2,4,4,4,3,1,1,2,1,2,2,4,4,4,4,4,2,2,2,2,3,0,0,3,0,72,0
0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,2,4,4,4,3,4,1,0,2,4,4,4,4,0,0,4,3,4,4,4,3,3,1,1,3,4,0,2,2,1,53,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,2,3,4,4,4,4,4,3,2,3,0,1,0,0,125,0
4,1,0,0,2,1,1,0,0,0,1,0,1,1,0,1,3,3,3,4,1,2,3,3,3,3,2,0,1,0,4,4,4,4,0,0,4,2,3,1,4,4,0,0,2,4,2,0,0,4,0,190,0
